gps_week,gps_time
2158,95879.9969990253
2158,95880.996999979
2158,95881.996999979
2158,95882.9969990253
2158,95883.9969990253
2158,95884.9969990253
2158,95885.9969990253
2158,95886.9969990253
2158,95887.9969990253
2158,95888.9969990253
2158,95889.9969990253
2158,95890.9969990253
2158,95891.9969990253
2158,95892.9969990253
2158,95893.9969990253
2158,95894.9969990253
2158,95895.9969990253
2158,95896.9969990253
2158,95897.9969990253
2158,95898.9969990253
2158,95899.9969990253
2158,95900.9969990253
2158,95901.9969990253
2158,95902.9969990253
2158,95903.9969990253
2158,95904.9969990253
2158,95905.9969990253
2158,95906.9969990253
2158,95907.9969990253
2158,95908.9969990253
2158,95909.9969990253
2158,95910.9969990253
2158,95911.9969990253
2158,95912.9969990253
2158,95913.9969990253
2158,95914.9969990253
2158,95915.9969990253
2158,95916.9969990253
2158,95917.9969990253
2158,95918.9969990253
2158,95919.9969990253
2158,95920.9969990253
2158,95921.9969990253
2158,95922.9969990253
2158,95923.9969990253
2158,95924.9969990253
2158,95925.9969990253
2158,95926.9969990253
2158,95927.9969990253
2158,95928.9969990253
2158,95929.9969990253
2158,95930.9969990253
2158,95931.9969990253
2158,95932.9969990253
2158,95933.9969990253
2158,95934.9969990253
2158,95935.9969990253
2158,95936.9969990253
2158,95937.9969990253
2158,95938.9969990253
2158,95939.9969990253
2158,95940.996999979
2158,95941.996999979
2158,95942.9969990253
2158,95943.9969990253
2158,95944.9969990253
2158,95945.9969990253
2158,95946.9969990253
2158,95947.9969990253
2158,95948.9969990253
2158,95949.9969990253
2158,95950.9969990253
2158,95951.9969990253
2158,95952.9969990253
2158,95953.9969990253
2158,95954.9969990253
2158,95955.9969990253
2158,95956.9969990253
2158,95957.9969990253
2158,95958.9969990253
2158,95959.9969990253
2158,95960.9969990253
2158,95961.9969990253
2158,95962.9969990253
2158,95963.9969990253
2158,95964.9969990253
2158,95965.9969990253
2158,95966.9969990253
2158,95967.9969990253
2158,95968.9969990253
2158,95969.9969990253
2158,95970.9969990253
2158,95971.9969990253
2158,95972.9969990253
2158,95973.9969990253
2158,95974.9969990253
2158,95975.9969990253
2158,95976.9969990253
2158,95977.9969990253
2158,95978.9969990253
2158,95979.9969990253
2158,95980.9969990253
2158,95981.9969990253
2158,95982.9969990253
2158,95983.9969990253
2158,95984.9969990253
2158,95986.0009989738
2158,95987.0009989738
2158,95988.0009989738
2158,95989.0009989738
2158,95990.0009989738
2158,95991.0009989738
2158,95992.0009989738
2158,95993.0009989738
2158,95994.0009989738
2158,95995.0009989738
2158,95996.0009989738
2158,95997.0009989738
2158,95998.0009989738
2158,95999.0009989738
2158,96000.0009999275
2158,96001.0009989738
2158,96002.0009989738
2158,96003.0009989738
2158,96004.0009999275
2158,96005.0009999275
2158,96006.0009999275
2158,96007.0009999275
2158,96008.0009989738
2158,96009.0009989738
2158,96010.0009989738
2158,96011.0009989738
2158,96012.0009989738
2158,96013.0009989738
2158,96014.0009989738
2158,96015.0009989738
2158,96016.0009999275
2158,96017.0009999275
2158,96018.0009999275
2158,96019.0009999275
2158,96020.0009999275
2158,96021.0009999275
2158,96022.0009999275
2158,96023.0009999275
2158,96024.0009999275
2158,96025.0009999275
2158,96026.0009999275
2158,96027.0009999275
2158,96028.0009999275
2158,96029.0009999275
2158,96030.0009999275
2158,96031.0009999275
2158,96032.0009989738
2158,96033.0009989738
2158,96034.0009989738
2158,96035.0009989738
2158,96036.0009989738
2158,96037.0009989738
2158,96038.0009989738
2158,96039.0009989738
2158,96040.0009989738
2158,96041.0009989738
2158,96042.0009989738
2158,96043.0009989738
2158,96044.0009989738
2158,96045.0009989738
2158,96046.0009989738
2158,96047.0009989738
2158,96048.0009989738
2158,96049.0009989738
2158,96050.0009989738
2158,96051.0009989738
2158,96052.0009989738
2158,96053.0009989738
2158,96054.0009989738
2158,96055.0009989738
2158,96056.0009989738
2158,96057.0009989738
2158,96058.0009989738
2158,96059.0009989738
2158,96060.0009999275
2158,96061.0009989738
2158,96062.0009989738
2158,96063.0009989738
2158,96064.0009999275
2158,96065.0009999275
2158,96066.0009999275
2158,96067.0009999275
2158,96068.0009989738
2158,96069.0009989738
2158,96070.0009989738
2158,96071.0009989738
2158,96072.0009989738
2158,96073.0009989738
2158,96074.0009989738
2158,96075.0009989738
2158,96076.0009999275
2158,96077.0009999275
2158,96078.0009999275
2158,96079.0009999275
2158,96080.0009999275
2158,96081.0009999275
2158,96082.0009999275
2158,96083.0009999275
2158,96084.0009999275
2158,96085.0009999275
2158,96086.0009999275
2158,96087.0009999275
2158,96088.0009999275
2158,96089.0009999275
2158,96090.0009999275
2158,96091.0009999275
2158,96092.0009989738
2158,96093.0009989738
2158,96094.0009989738
2158,96095.0009989738
2158,96096.0009989738
2158,96097.0009989738
2158,96098.0009989738
2158,96099.0009989738
2158,96100.0009989738
2158,96101.0009989738
2158,96102.0009989738
2158,96103.0009989738
2158,96104.0009989738
2158,96105.0009989738
2158,96106.0009989738
2158,96107.0009989738
2158,96108.0009989738
2158,96109.0009989738
2158,96110.0009989738
2158,96111.0009989738
2158,96112.0009989738
2158,96113.0009989738
2158,96114.0009989738
2158,96115.0009989738
2158,96116.0009989738
2158,96117.0009989738
2158,96118.0009989738
2158,96119.0009989738
2158,96120.0009999275
2158,96121.0009989738
2158,96122.0009989738
2158,96123.0009989738
2158,96124.0009999275
2158,96125.0009999275
2158,96126.0009999275
2158,96127.0009999275
2158,96128.0009989738
2158,96129.0009989738
2158,96130.0009989738
2158,96131.0009989738
2158,96132.0009989738
2158,96133.0009989738
2158,96134.0009989738
2158,96135.0009989738
2158,96136.0009999275
2158,96137.0009999275
2158,96138.0009999275
2158,96139.0009999275
2158,96140.0009999275
2158,96141.0009999275
2158,96142.0009999275
2158,96143.0009999275
2158,96144.0009999275
2158,96145.0009999275
2158,96146.0009999275
2158,96147.0009999275
2158,96148.0009999275
2158,96149.0009999275
2158,96150.0009999275
2158,96151.0009999275
2158,96152.0009989738
2158,96153.0009989738
2158,96154.0009989738
2158,96155.0009989738
2158,96156.0009989738
2158,96157.0009989738
2158,96158.0009989738
2158,96159.0009989738
2158,96160.0009989738
2158,96161.0009989738
2158,96162.0009989738
2158,96163.0009989738
2158,96164.0009989738
2158,96165.0009989738
2158,96166.0009989738
2158,96167.0009989738
2158,96168.0009989738
2158,96169.0009989738
2158,96170.0009989738
2158,96171.0009989738
2158,96172.0009989738
2158,96173.0009989738
2158,96174.0009989738
2158,96175.0009989738
2158,96176.0009989738
2158,96177.0009989738
2158,96178.0009989738
2158,96179.0009989738
2158,96180.0009999275
2158,96181.0009989738
2158,96182.0009989738
2158,96183.0009989738
2158,96184.0009999275
2158,96185.0009999275
2158,96186.0009999275
2158,96187.0009999275
2158,96188.0009989738
2158,96189.0009989738
2158,96190.0009989738
2158,96191.0009989738
2158,96192.0009989738
2158,96193.0009989738
2158,96194.0009989738
2158,96195.0009989738
2158,96196.0009999275
2158,96197.0009999275
2158,96198.0009999275
2158,96199.0009999275
2158,96200.0009999275
2158,96201.0009999275
2158,96202.0009999275
2158,96203.0009999275
2158,96204.0009999275
2158,96205.0009999275
2158,96206.0009999275
2158,96207.0009999275
2158,96208.0009999275
2158,96209.0009999275
2158,96210.0009999275
2158,96211.0009999275
2158,96212.0009989738
2158,96213.0009989738
2158,96214.0009989738
2158,96215.0009989738
2158,96216.0009989738
2158,96217.0009989738
2158,96218.0009989738
2158,96219.0009989738
2158,96220.0009989738
2158,96221.0009989738
2158,96222.0009989738
2158,96223.0009989738
2158,96224.0009989738
2158,96225.0009989738
2158,96226.0009989738
2158,96227.0009989738
2158,96228.0009989738
2158,96229.0009989738
2158,96230.0009989738
2158,96231.0009989738
2158,96232.0009989738
2158,96233.0009989738
2158,96234.0009989738
2158,96235.0009989738
2158,96236.0009989738
2158,96237.0009989738
2158,96238.0009989738
2158,96239.0009989738
2158,96240.0009999275
2158,96241.0009989738
2158,96242.0009989738
2158,96243.0009989738
2158,96244.0009999275
2158,96245.0009999275
2158,96246.0009999275
2158,96247.0009999275
2158,96248.0009989738
2158,96249.0009989738
2158,96250.0009989738
2158,96251.0009989738
2158,96252.0009989738
2158,96253.0009989738
2158,96254.0009989738
2158,96255.0009989738
2158,96256.0009999275
2158,96257.0009999275
2158,96258.0009999275
2158,96259.0009999275
2158,96260.0009999275
2158,96261.0009999275
2158,96262.0009999275
2158,96263.0009999275
2158,96264.0009999275
2158,96265.0009999275
2158,96266.0009999275
2158,96267.0009999275
2158,96268.0009999275
2158,96269.0009999275
2158,96270.0009999275
2158,96271.0009999275
2158,96272.0009989738
2158,96273.0009989738
2158,96274.0009989738
2158,96275.0009989738
2158,96276.0009989738
2158,96277.0009989738
2158,96278.0009989738
2158,96279.0009989738
2158,96280.0009989738
2158,96281.0009989738
2158,96282.0009989738
2158,96283.0009989738
2158,96284.0009989738
2158,96285.0009989738
2158,96286.0009989738
2158,96287.0009989738
2158,96288.0009989738
2158,96289.0009989738
2158,96290.0009989738
2158,96291.0009989738
2158,96292.0009989738
2158,96293.0009989738
2158,96294.0009989738
2158,96295.0009989738
2158,96296.0009989738
2158,96297.0009989738
2158,96298.0009989738
2158,96299.0009989738
2158,96300.0009999275
2158,96301.0009989738
2158,96302.0009989738
2158,96303.0009989738
2158,96304.0009999275
2158,96305.0009999275
2158,96306.0009999275
2158,96307.0009999275
2158,96308.0009989738
2158,96309.0009989738
2158,96310.0009989738
2158,96311.0009989738
2158,96312.0009989738
2158,96313.0009989738
2158,96314.0009989738
2158,96315.0009989738
2158,96316.0009999275
2158,96317.0009999275
2158,96318.0009999275
2158,96319.0009999275
2158,96320.0009999275
2158,96321.0009999275
2158,96322.0009999275
2158,96323.0009999275
2158,96324.0009999275
2158,96325.0009999275
2158,96326.0009999275
2158,96327.0009999275
2158,96328.0009999275
2158,96329.0009999275
2158,96330.0009999275
2158,96331.0009999275
2158,96332.0009989738
2158,96333.0009989738
2158,96334.0009989738
2158,96335.0009989738
2158,96336.0009989738
2158,96337.0009989738
2158,96338.0009989738
2158,96339.0009989738
2158,96340.0009989738
2158,96341.0009989738
2158,96342.0009989738
2158,96343.0009989738
2158,96344.0009989738
2158,96345.0009989738
2158,96346.0009989738
2158,96347.0009989738
2158,96348.0009989738
2158,96349.0009989738
2158,96350.0009989738
2158,96351.0009989738
2158,96352.0009989738
2158,96353.0009989738
2158,96354.0009989738
2158,96355.0009989738
2158,96356.0009989738
2158,96357.0009989738
2158,96358.0009989738
2158,96359.0009989738
2158,96360.0009999275
2158,96361.0009989738
2158,96362.0009989738
2158,96363.0009989738
2158,96364.0009999275
2158,96365.0009999275
2158,96366.0009999275
2158,96367.0009999275
2158,96368.0009989738
2158,96369.0009989738
2158,96370.0009989738
2158,96371.0009989738
2158,96372.0009989738
2158,96373.0009989738
2158,96374.0009989738
2158,96375.0009989738
2158,96376.0009999275
2158,96377.0009999275
2158,96378.0009999275
2158,96379.0009999275
